LCSC Part Number Manufacture Part Number Manufacturer Package RoHS Order Qty. Unit Price Min\Mult Order Qty. Order Price
C77967 ESP8266EX Espressif Systems QFN-32_5x5x05P Yes 1 $1.8594 1\1 $1.86
